,text,label
2622,"The film is darkly atmospheric , with Herrmann quietly suggesting the sadness and obsession beneath Hearst 's forced avuncular chortles .",3
2623,"Shyamalan takes a potentially trite and overused concept ( aliens come to Earth ) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion .",4
2624,"... the story , like Ravel 's Bolero , builds to a crescendo that encompasses many more paths than we started with .",4
2625,"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",2
2626,"Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions .",4
2627,Gondry 's direction is adequate ... but what gives Human Nature its unique feel is Kaufman 's script .,4
2628,"The film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots .",4
2629,"With a large cast representing a broad cross-section , Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes .",4
2630,The observations of this social/economic/urban environment are canny and spiced with irony .,4
2631,Renner carries much of the film with a creepy and dead-on performance .,5
2632,Jarecki and Gibney do find enough material to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives .,3
2633,"The spaniel-eyed Jean Reno infuses Hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart .",4
2634,Aniston has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil .,4
2635,A mildly enjoyable if toothless adaptation of a much better book .,3
2636,"Unexpected , and often contradictory , truths emerge .",4
2637,"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",5
2638,"Intelligent , caustic take on a great writer and dubious human being .",4
2639,"May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .",4
2640,Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling ( though no less horrifying for it ) .,4
2641,The film is one of the year 's best .,5
2642,Eerily accurate depiction of depression .,2
2643,... a delicious crime drama on par with the slickest of Mamet .,5
2644,"Charming and witty , it 's also somewhat clumsy .",4
2645,"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",5
2646,"Escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",4
2647,"This big screen caper has a good bark , far from being a bow-wow .",3
2648,( Allen ) manages to breathe life into this somewhat tired premise .,4
2649,I have two words to say about Reign of Fire .,3
2650,Great dragons !,4
2651,"By surrounding us with hyper-artificiality , Haynes makes us see familiar issues , like racism and homophobia , in a fresh way .",4
2652,"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",4
2653,Superb production values & Christian Bale 's charisma make up for a derivative plot .,4
2654,The film has the courage of its convictions and excellent performances on its side .,5
2655,"I know I should n't have laughed , but hey , those farts got to my inner nine-year-old .",4
2656,"A movie that will thrill you , touch you and make you laugh as well .",4
2657,"It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .",4
2658,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",3
2659,"The case is a convincing one , and should give anyone with a conscience reason to pause .",5
2660,The actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .,4
2661,Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .,3
2662,Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,5
2663,"There is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .",5
2664,"Coy but exhilarating , with really solid performances by Ving Rhames and Wesley Snipes .",4
2665,"It is a likable story , told with competence .",4
2666,"Not only does Spider-Man deliver , but I suspect it might deliver again and again .",5
2667,Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down .,4
2668,A small movie with a big impact .,5
2669,"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",4
2670,"I admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint .",4
2671,"Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",1
2672,a delightful romantic comedy with plenty of bite .,4
2673,"It 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .",4
2674,"Using an endearing cast , writer/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .",4
2675,"When a movie has stuck around for this long , you know there 's something there .",5
2676,It 's that good .,5
2677,"Smart , sassy interpretation of the Oscar Wilde play .",5
2678,Forget about one Oscar nomination for Julianne Moore this year - she should get all five .,5
2679,Japanese director Shohei Imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .,4
2680,"Kwan is a master of shadow , quietude , and room noise , and Lan Yu is a disarmingly lived-in movie .",4
2681,While the plot follows a predictable connect-the-dots course ... director John Schultz colors the picture in some evocative shades .,4
2682,"Katz 's documentary does n't have much panache , but with material this rich it does n't need it .",4
2683,"We get an image of Big Papa spanning history , rather than suspending it .",3
