,name,tweet,sentiment
319,Deepak Gupta,@SBICard_Connect  pl share the email address of the executive who is handling my @EtihadAirways co branded card. Let me have a word directly. There is no printed form for Etihad SBI card it's only on line.,Neutral
320,hottuberrol,"@EtihadAirways @EtihadHelp you send out an email encouraging us to buy points,  and the link directs us to a broken website. Really?  pic.twitter.com/t9fIFFCV0d",Strongly Negative
321,Neala Holland,@EtihadAirways where do I email to complain about the quality of service on my flight?,Strongly Positive
322,Lawrence Jones MBE,"This genuinely the worst customer experience I have ever witnessed. Umna from @EthiadAirways has confirmed she’s sent the email yet still no news. 
#customerservice #poorservice #worstairline",Strongly Negative
323,Non Political Paki,"I don't know why @EtihadAirways responding my tweet into my DM.
They have enough time for DM but they don't have time to respond 2 that e-mail in which we have asked  for update and method of payment many times.
@EmiratesSupport @GulfAir @qatarairways @emirates 
Do you have proof pic.twitter.com/W7roWS4YhC",Neutral
324,Sowrya,@EtihadHelp @EtihadAirways I responded to my RQID via email to the Etihad feedback team and also sent a direct message on Twitter.Could someone respond ? Thanks,Weekly Negative
325,Heather R Morgan,@EtihadAirways @EtihadHelp I just received an email from your team that I find extremely alarming and irritating. Can you please start a conversation in the chat with me to resolve this?,Strongly Negative
326,Arav Choksi,@EtihadAirways I want a compensation in cash or by transfer. I DO NOT want a travel credit of any amount. I have just sent email number 6 trying to explain your Guest Relations employee that I sill not accept a travel credit as compensation for a 36 hour delay.,Weekly Negative
327,Ekasat Travels & Logistics,"Very much available and flexible too. We are just a phone call away. 
Call : +2348170002574,+2349093215945
Email : ekasattravels@gmail.com
#turkishairlines #ba #airfrance #emirates #etihadairways #lufthansa #kenyaairways #southafricanairways #rwandair #deltaairlines #qatarairways pic.twitter.com/LbwaeGYoS6",Weekly Negative
328,Travelpaddy.com Ltd.,"Looking for a quick get away to #Dubai?

Try this FLIGHT + VISA deal with Etihad Airways for N257,999. T&C  http://apply.

Call 08188484280/08183884091 or email customercare@travelpaddy.com to book.  pic.twitter.com/v9WcPJShOo",Strongly Positive
329,Non Political Paki,"@EtihadAirways Left my my son's IPAD in the air craft on the way to Abu Dhabi.fortunately found in a day by management.
So quick after my mail to them.
Well Done.@emirates @GulfAir @qatarairways",Strongly Positive
330,climatised coatings UK Ltd,"Can anybody @advice me, @EtihadAirways promised me a #refund after my flight was cancelled way back in October 2018. We have email over 10 times with limited response. Still no refund",Strongly Negative
331,Arav Choksi,"@EtihadAirways Email no. 5 sent to you. Please open and check your emails on days other than just Mondays. 
Waiting for a response from you guys on my case.",Strongly Negative
332,Tamra Botelho,3 emails in 10 days and no response but yet you expect me to send my banking info to that same email @EtihadAirways @EtihadHelp  this baggage claim has been going in since December !!!,Strongly Negative
333,Don.Ak,"@EtihadAirways it’s been over 3 weeks now since I sent you an email with your required documents as per your last email you sent me on January 16th , but still no replay and no care from your side about your customer !!!!!
This is how Etihad air became !!!!",Weekly Negative
334,Don.Ak,"@EtihadAirways it’s been over 3 weeks now since I sent you an email with your required documents as per your last email you sent me on January 16th , but still no replay and no care from your side about your customer !!!!!
This is how Etihad air became !!!!",Weekly Negative
335,Don.Ak,"@EtihadAirways it’s been over 3 weeks now since I sent you an email with your required documents as per your last email you sent me on January 16th , but still no replay and no care from your side about your customer !!!!!
This is how Etihad air became !!!!",Weekly Negative
336,Don.Ak,"@EtihadAirways it’s been over 3 weeks now since I sent you an email with your required documents as per your last email you sent me on January 16th , but still no replay and no care from your side about your customer !!!!!
This is how Etihad air became !!!!  pic.twitter.com/qHt92Nr5LF",Strongly Negative
337,Victoria,"@EtihadHelp Good evening! 01.02.2019 I paid for the flight Minsk - Kuala-Lumpur with Etihad Airways, but I didn’t receive confirmation to my e-mail.",Strongly Positive
338,Victoria,"Good evening! 01.02.2019 I paid for the flight Minsk-Kuala-Lumpur with Etihad Airways, but I didn’t receive confirmation to my e-mail.",Strongly Positive
339,Tulsen Tollett,Some weather #Dublin is having this week according to @EtihadAirways email I received. Might not get back to #Galway once I get off the flight if this is the case! 😂 #WeatherForTheWeekAhead #Ireland #mistaken pic.twitter.com/CtHVCUVgrJ,Strongly Positive
340,Elana DeLozier,I also noted recently the email for the Saudi embassy is “spokesperson@“ instead of spokesman - even though the spokesperson is a man at the moment. Happy to see that!,Weekly Positive
341,RAMESH KISANI,@jetairways @EtihadAirways I can be contacted on my mobile nbr +919969050505 and my email ID is: ramesh@kisani.net,Strongly Negative
342,Tushant Rajpal,Your replies are worst and are of no use... Ad the email address which is aperated by you guys (bigbom@etihad.es ) is also worst as no one is replying the issue on time and no response from them also.... @EtihadAirways @EtihadPremium https://twitter.com/EtihadHelp/status/1088346018209513472 …,Strongly Negative
343,Roaddeal,"Did you try to DM to @EtihadHelp, they will reply faster than email.",Weekly Negative
344,Willem Swanepoel,@EtihadAirways I got my flight e-mail from Etihad and it said that the weather in Amsterdam is ... 23 degree Celsius .. WHAT!? LOL. Do not trust Etihad's weather forecast!  pic.twitter.com/c7VQoU0Otb,Strongly Positive
345,Tracy Higgins,"@EtihadAirways been trying to book special assistance help from heathrow 7/2. Getting in.touch with the right people is a nightmare, please, one name to contact, with one email address please.....",Strongly Positive
346,IDM,@EtihadAirways admitted losing my luggage over 3 months ago and offered compensation via email...But they still haven't transferred the funds to my bank account! They sure as hell didn't wait to take my money when I booked with them! Worse than the cheap airlines I've flown with!,Neutral
347,Rashmi Kadam,@AmericanAir yes please. I would appreciate as much help as possible from AA. Because @EtihadAirways seems to be negligent about this issue. It is been more than 10 business days that @EtihadHelp is not responsing to the email. Not helpful at all.,Weekly Negative
348,Kishan Patel,@EtihadAirways I need to make a complaint but your webpage is not allowing me to submit as it says there is a temporary fault. Please provide me with an email address so I can email everything instead.,Neutral
349,Awais Mazhar,@EtihadAirways l lost my luggage while travelling on etihad airways. I logged a complaint for baggage lost but after more than one month nothing happened. Then I applied for the claim but after one email no response received despite being my repeated reminders. Bad service.,Weekly Negative
350,TimeforBooking,"Enjoy the services of Etihad Airways. Get low cost airfares exclusively at TimeforBooking. Check out our latest offering with Etihad Airways.  https://bit.ly/2TeC38C 

Use Code : TFBFLIGHT

Email:  helpdesk@timeforbooking.com or Call Us: +1(844)892-4677

#EtihadAirways  pic.twitter.com/xPn619RVep",Neutral
351,J,@EtihadAirways @EtihadHelp i have received two emails about the team investigating but that is not good enough - need a response NOW. Has been enough time since I first sent email. Not a good look for Etihad right now.,Strongly Negative
352,الوطن,"Hi
Me more than 4 months
We have been communicating with you through the e-mail on the site
And by private messages in your Twitter account
I did not find any answer by you regarding the transfer of points to a sum of money
Please communicate with me",Neutral
353,Lindsaydeng,"also, I cannot receive verification email when I try to  register as a your member.",Strongly Negative
354,cody,".@EtihadAirways .@EtihadHelp 

We traveled on Etihad Flight 372
DDUDVO

We received notification via email AFTER we had landed in Abu Dhabi and re-established connectivity.
The personnel at Bahrain Airport should NOT issue a boarding pass. We arrived but couldn’t travel onwards.  pic.twitter.com/zcbhqDdMMZ",Strongly Negative
355,TimeforBooking,"Enjoy the services of Etihad Airways. Get low cost airfares exclusively at TimeforBooking. Check out our latest offering with Etihad Airways.  https://bit.ly/2TeC38C 

Use Code : TFBFLIGHT

Email:  helpdesk@timeforbooking.com or Call Us: +1(844)892-4677

#EtihadAirways  pic.twitter.com/B2DsTFFU38",Neutral
356,LLLL,@EtihadAirways hi i received your email to check in the next 24h but i cant ! We can't check you in at the moment. Please go to the airport where a member of our team will be happy to help. [C_SE014],Strongly Negative
357,MullenLowe Open,"@TrishD1970 Hi Trish, Congrats on winning the holiday! Apologies that you're having issues with the email. Can you direct message MullenLowe Open please and we will give you another email address to contact. Thanks MLO.",Weekly Negative
358,Trish,Has anyone checked the email address that winners claim their holiday from? 3 devices used and all emails returned as invalid email address. It was all really exciting for 30 minutes or so 😪,Strongly Negative
359,Subhasis Pal,@AmericanAir can you please check the matter. As @EtihadAirways  says that my bag was not sent from Dallas to JFK as my domestic flight was through your airlines.they say your team is not replying their email. Someone please take the responsibility and find the bag. Plz cooperate,Strongly Negative
360,Malali,@EtihadAirways @EtihadHelp im UAE national frequent member with EY very disappointed from lack of support from your call center team member which is still pending.. this has been raised with other members in the center as well as through etihadguest support email,Strongly Negative
